cohort,consent,age,gender,country_of_birth,country_of_birth_5_TEXT,hours_work,social_media_use,rent,friends_count,stress,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest,mark_goal,hours_studying,lecture_mode,study_type,learner_style
2025S2,I consent to take part in the study,26,Male,Australia,,10,5,135,50,7,120,Single,10,10,4,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,7,10,10,100,0,Other,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Female,Other Please Specify,Kazakhstan,0,1.38,0,2,2,80,Single,5,0,17,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,40,6,85,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,22,Female,Other Please Specify,Indonesia ,3,8.5,720,10,7,120,Single,0,3,12,Have you ever gotten high off recreational drugs?,Yes,International,DATA1001,7,15,10,100,2,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,17,Male,Other Please Specify,Vietnam,0,3.1,950,8,2,150,In a relationship,5,0,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,9,85,10,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,13,1.55,0,5,4,130,In a relationship,1,5,20,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,30,2,60,1,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Male,Other Please Specify,Mongolia,0,3.5,0,5,5,100,In a relationship,20,10,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,2,20,7,70,6,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,19,Male,China,,7,30,240,0,10,160,Single,10,4,5,Have you ever used recreational drugs?,No,International,DATA1001,1,20,2,100,10,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,20,Male,China,,0,2.5,895,329,8,188,Single,0,0,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,50,9,90,7,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,19,Female,China,,6,10,120,6,5,60,Single,50,3,6,Have you ever used recreational drugs?,No,International,DATA1001,0,15,6,100,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Male,Australia,,26,0.25,210,1,4,170,In a relationship,20,1.5,7,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,1,35,3,85,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Female,China,,0,5.2,362,0,6,95,Single,0,0,8,Have you ever used recreational drugs?,No,International,DATA1001,1,20,7,70,4,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Female,China,,10,6,535,2,5,140,In a relationship,100,1,14,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,4,85,6,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Male,Other Please Specify,Vietnam,20,4.5,300,4,1,120,Single,0,0,6,Have you ever used recreational drugs?,No,International,DATA1001,1,30,5,80,6,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,20,Male,China,,0,7.00,650,8,5,130,Single,0,3,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,180,3,75,3,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Female,India,,0,0.10,473,30,3,110,Single,0,1,3,Have you ever used recreational drugs?,No,International,DATA1001,0,15,7,20,12,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Female,Other Please Specify,Indonesia,0,2.5,469,6,2,120,Single,0,0,5,Have you ever used recreational drugs?,No,International,DATA1901,0,15,8,90,5,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Male,Other Please Specify,,0,3,0,0,10,160,In a relationship,10,0,6,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,1,120,2,85,4,Lecture Slides,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Female,Other Please Specify,Philippines,24.5,3.5,540,5,7,100,In a relationship,50,2,15,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,15,7,85,5,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,20,Male,China,,0,8,800,9,3,180,In a relationship,10,5,22,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,15,7,70,10,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,20,Female,Other Please Specify,Cambodia,16,3.4,0,5,7,150,In a relationship,50,5,7,Have you ever used recreational drugs?,No,International,DATA1001,1,60,5,85,10,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,25,3,0,0,6,130,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,40,6,75,4,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,19,Female,Other Please Specify,India,15,3,0,6,5,80,Single,3,0,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,3,90,3,85,3,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,16,Female,Other Please Specify,Indonesia,32,4,900,50,2,60,Single,0,0,8,Have you ever used recreational drugs?,No,International,DATA1001,0,30,2,90,4,Lecture Slides,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,19,Male,Other Please Specify,Hong Kong,340,8.06,0,5,6,180,Single,0,5,8,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,3,110,5,70,3,Lecture Slides,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,19,Male,Australia,,18,4.50,50,10,0,214,In a relationship,30,0,0,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,10,9,86,4,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,22,Female,Australia,,40,8,0,0,4,110,Single,0,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,5,120,5,60,3,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,19,Male,Other Please Specify,Madrid,10,10,0,20,4,220,Single,1,0,8,Have you ever used recreational drugs?,Prefer not to say,Domestic,DATA1001,1,70,6,86,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Male,Australia,,8,1.5,0,20,6,113,Single,1,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,60,6,90,3,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,20,Female,Australia,,8,6,0,15,7,130,In a relationship,20,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,4,60,4,85,4,Recording,I leave things to the last minute,Style 1
2025S2,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S2,I consent to take part in the study,18,Female,Australia,,4,2.5,0,2,3,110,Single,0,0,11,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,55,1,80,3,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,China,,5,2,300,0,3,25,Single,0,0,3,Have you ever used recreational drugs?,No,International,DATA1001,0,20,5,100,4,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Female,Australia,,15,2,0,10,6,120,Single,0,0,0,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,50,2,85,1,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Male,Australia,,30,5,0,3,6,180,In a relationship,1,0,18,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,60,1,100,0,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,20,Male,China,,20,6,300,7,10,0,In a relationship,100,21,3,Have you ever gotten high off recreational drugs?,No,International,DATA1001,4,30,10,60,10,Recording,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,19,Male,Other Please Specify,HONG KONG,0,4,0,1,7,120,Single,0,0,5,Have you ever used recreational drugs?,No,International,DATA1001,1,45,5,70,4,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,18,Male,Australia,,12,1,0,5,1,110,Single,1,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,70,4,95,3,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,20,9,0,1,8,120,In a relationship,0,0,20,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,120,7,80,4,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,19,Male,USA,,0,5,0,10,2,193,Single,0,10,2,Have you ever used recreational drugs?,No,International,DATA1001,2,5,6,90,3,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,18,Female,Other Please Specify,Indoneisa,0,6,0,3,4,0,Single,0,2,8,Have you ever used recreational drugs?,No,International,DATA1001,1,12,5,85,3,Other,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,18,Female,Other Please Specify,Indonesia,0,5,500,10,3,0,Single,8,0,16,Have you ever used recreational drugs?,No,International,DATA1001,0,25,6,100,2,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,China,,0,6,400,3,7,130,Single,0,3,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,4,90,5,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,19,Female,Australia,,15,5.5,0,4,7,110,Single,0,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,50,5,85,5,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,18,3.66,0,20,4,110,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,40,7,90,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Female,Australia,,5,3,0,7,3,140,In a relationship,5,0,20,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,50,5,85,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,19,Female,Australia,,0,6.75,1250,15,6,200,In a relationship,10,5,29,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,1,5,2,85,3,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,21,Female,Other Please Specify,,0,5,0,20,3,70,Single,1,0,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,3,30,7,85,5,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,11,4,0,20,2,90,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,40,6,90,1,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Female,Australia,,0,7.1,0,6,8,80,Single,0,2,4,Have you ever used recreational drugs?,Yes,International,DATA1001,1,60,3,89,4,Live in the Lecture Theatre,I leave things to the last minute,Style 3
2025S2,I consent to take part in the study,18,Female,Other Please Specify,New Zealand,0,5.50,200,30,7,161,In a relationship,20,30,6,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,30,2,90,3,Recording,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,18,Female,India,,30.5,7.16,0,10,4,120,In a relationship,30,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,90,3,80,5,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,19,Female,Other Please Specify,Palestine ,5,7,0,5,4,110,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,20,3,80,2,Lecture Slides,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,19,Male,Australia,,0,6.05,0,6,4,120,In a relationship,2,2,4,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,1,72,4,82,2,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,15,4,0,3,4,100,In a relationship,1,7,9,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,80,4,80,3,Recording,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,22,Female,India,,0,6,420,5,3,200,Single,4,3,14,Have you ever gotten high off recreational drugs?,Prefer not to say,International,DATA1001,7,5,6,85,2,Recording,I leave things to the last minute,Style 3
2025S2,I consent to take part in the study,20,Female,China,,16,5.35,545,5,8,100,Single,2,7,4,Have you ever used recreational drugs?,No,International,DATA1001,4,45,6,90,12,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,20,Male,Australia,,6,4,700,10,4,100,Single,1,7,11,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,5,15,5,70,2,Lecture Slides,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,63,Female,Australia,,0,30,0,12,4,130,Married,0,14,25,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,16,45,4,70,8,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,17,Female,Other Please Specify,Mongolia,0,6.2,0,5,5,120,Single,0,0,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,40,7,80,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,19,Female,China,,0,3,750,3,1,40,In a relationship,0,5,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,20,10,85,7,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,21,Male,Australia,,10,2,0,6,6,100,Single,4,0,11,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,5,120,5,70,2,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Male,Australia,,10.5,3,0,10,2,120,In a relationship,20,0,0,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,120,9,90,4,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
2025S2,I consent to take part in the study,18,Male,Other Please Specify,England,23.5,10,0,12,2,140,In a relationship,5,12,17,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,55,5,60,6,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,20,Female,Australia,,22,4,0,4,3,150,In a relationship,25,15,4,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,1,60,4,70,5,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,0,2.17,0,3,4,10,Single,0,0,1,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,80,6,80,1,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Male,Australia,,13,7.75,0,100,5,110,Single,8,2,4,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,1,90,2,89,2,Live in the Lecture Theatre,I leave things to the last minute,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,1,8.0,0,2,5,50,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,30,7,75,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Male,Australia,,0,6,0,6,5,100,Single,0,0,10,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,45,4,80,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,22,Male,Australia,,0,2.5,0,5,7,110,Single,1,0,6,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,5,60,3,70,4,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,Australia,,0,5.5,0,5,5,120,In a relationship,30,2,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,80,4,85,1,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,21,Female,Other Please Specify,Malaysia,9,7.52,759,3,5,120,Single,0,0,6,Have you ever used recreational drugs?,No,International,DATA1001,1,30,1,75,2,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Male,Other Please Specify,Philippines,0,2,0,6,2,130,In a relationship,0,0,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,90,4,85,1,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S2,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S2,I consent to take part in the study,25,Male,Australia,,0,3,500,51,10,200,Single,1,98,9,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,1,120,3,50,4,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,20,Female,China,,40,4.5,480,10,7,120,In a relationship,2,3,7,Have you ever used recreational drugs?,No,International,DATA1001,3,20,9,90,10,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,21,Female,Australia,,0,2,135,12,2,145,Single,15,5,3,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,4,15,6,80,2,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Male,Other Please Specify,Indonesia,0,9.5,521,15,4,180,In a relationship,25,15,12,Have you ever used recreational drugs?,Yes,International,DATA1001,2,10,4,85,0,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,18,Female,Other Please Specify,indonesia,0,9.25,599,30,4,200,In a relationship,35,29,23,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,12,1,100,0,Recording,I leave things to the last minute,Style 3
2025S2,I consent to take part in the study,18,Male,India,,0,2.15,0,40,2,170,Single,3,1,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,60,8,90,8,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Female,Australia,,17,6.5,0,3,2,200,Single,0,0,5,Have you ever used recreational drugs?,Prefer not to say,Domestic,DATA1001,1,45,1,85,2,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Male,Other Please Specify,Singapore,0,4,579,12,4,140,In a relationship,10,0,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,7,10,75,7,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Male,China,,0,8.37,0,3,0,100,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,60,0,100,0,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,Australia,,16,1.22,0,11,1,110,In a relationship,3,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,90,1,100,3,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,India,,1,1.28,0,8,3,130,Single,0,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,90,7,85,3,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Female,India,,16.5,0.57,0,3,8,80,In a relationship,8,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,50,3,90,3,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Female,Australia,,10.5,6.5,240,15,6,180,Single,10,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,30,2,95,3,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,20,Female,Other Please Specify,Malaysia,0,3.50,559,2,5,110,Single,0,0,8,Have you ever used recreational drugs?,No,International,DATA1001,1,5,5,85,0,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,20,Female,Australia,,0,6.28,345,5,8,120,Its complicated,5,0,15,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,20,2,60,0,Recording,I leave things to the last minute,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,0,4.23,0,21,4,118,Single,8,10,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,15,6,85,4,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,20,Male,China,,30,12,370,0,5,120,Single,1,2,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,50,4,85,4,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,Australia,,20,4,0,3,4,90,In a relationship,20,20,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,90,2,65,2,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,Australia,,13,2.29,0,4,8,80,Single,0,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,40,0,80,5,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Male,Australia,,20,2.1,0,30,4,90,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,70,9,85,10,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,22,Male,Other Please Specify,singapore,0,6.5,0,10,5,0,In a relationship,0,3,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,45,5,85,3,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,India,,0,0.5,0,30,6,90,Single,0,0,11,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,90,8,95,6,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,17,Female,Other Please Specify,Indonesia,0,4.59,650,1,7,80,Single,0,0,7,Have you ever used recreational drugs?,No,International,DATA1001,0,30,5,70,7,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,18,Male,India,,0,8.5,559,15,7,150,Single,0,1,7,Have you ever used recreational drugs?,No,International,DATA1001,0,20,7,90,5,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,21,Male,Australia,,24,2,0,10,9,160,Single,50,0,40,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,5,2,6,60,2,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,17,Male,India,,0,4.3,559,25,6,180,Its complicated,6,0,9,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,25,6,100,5,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,18,Female,Australia,,7,6.5,0,5,6,120,Single,0,1,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,100,6,90,1,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,18,Male,Other Please Specify,Canada,0,6,395,4,3,155,In a relationship,70,7,14,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,15,8,80,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,12,4.5,0,6,3,110,Single,0,8,9,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,90,2,80,1,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,18,Female,Other Please Specify,New Zealand,0,5.5,950,50,0,100,Single,5,7,15,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,0,0,100,0,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,Other Please Specify,new zealand ,1,5.28,558,70,5,100,Single,0,7,9,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,10,0,95,10,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,19,Non-binary / third gender,Australia,,0,9,0,1,7,110,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,3,80,4,50,3,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,18,Female,Other Please Specify,Vietnam,0,5.5,0,10,0,120,Single,0,10,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,60,5,85,4,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Female,Australia,,7,1.5,0,50,3,120,Single,7,3,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,50,1,100,0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Male,China,,2,2,750,1,7,120,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,6,100,4,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,22,Female,Australia,,4,1,0,23,0,120,In a relationship,45,0,12,Have you ever used recreational drugs?,No,International,DATA1001,10,60,4,100,4,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,21,Male,Other Please Specify,Argentina,17,2,0,15,2,150,In a relationship,0,1,21,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,4,90,9,95,6,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,19,Female,Australia,,0,2.25,0,3,7,110,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,4,120,7,90,12,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Male,Other Please Specify,UAE,0,3.09,690,14,1,187,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,25,10,100,4,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,19,Female,China,,0,6,470,5,5,80,Single,0,5,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,30,7,90,6,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,19,Male,China,,50,3,500,30,7,100,In a relationship,5,10,8,Have you ever used recreational drugs?,No,International,DATA1001,0,10,8,100,10,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,18,Female,Other Please Specify,Indonesia,0,4.42,280,10,6,90,Single,0,2,9,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,7,90,2,Live in the Lecture Theatre,I leave things to the last minute,Style 1
2025S2,I consent to take part in the study,20,Male,China,,12,6,500,5,10,300,Single,0,0,15,Have you ever used recreational drugs?,No,International,DATA1001,3,15,0,100,2,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,20,Male,Other Please Specify,Republic of Korea,0,4.1,370,20,3,120,Single,5,1,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,7,100,7,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,18,Male,Other Please Specify,Portugal,0,3.49,0,10,3,150,Single,0,2,41,Have you ever used recreational drugs?,No,International,DATA1001,0,50,6,75,6,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,20,Female,China,,0,6.45,360,5,2,160,In a relationship,3,0,27,Have you ever used recreational drugs?,No,International,DATA1001,2,15,10,75,4,Lecture Slides,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,18,Female,Australia,,21,3.12,0,2,7,120,Single,0,3,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,45,1,90,4,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Male,China,,0,15,850,6,5,140,Single,0,3,4,Have you ever used recreational drugs?,No,International,DATA1001,1,20,4,80,2,Lecture Slides,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Female,Australia,,0,3,0,3,5,100,In a relationship,75,0,10,Have you ever used recreational drugs?,No,Domestic,DATA1001,3,60,5,90,3,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,20,Male,China,,5,7,300,10,3,150,In a relationship,30,1,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,8,90,5,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,18,Male,Australia,,24.5,4,0,5,7,120,Single,0,10,5,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,45,7,95,3,Recording,I work steadily all semester,Style 3
