cohort,consent,age,gender,country_of_birth,country_of_birth_5_TEXT,hours_work,social_media_use,rent,friends_count,stress,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest,mark_goal,hours_studying,lecture_mode,study_type,learner_style
2025S1,I consent to take part in the study,19,Male,China,,28,5,0,2,4,120,Single,0,3,5,Have you ever used recreational drugs?,No,International,DATA1001,0,10,6,85,5,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,China,,20,9.87,819,3,5,120,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,5,80,6,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Indonesia,12,2.77,839,13,7,200,Single,0,0,9,Have you ever used recreational drugs?,No,International,DATA1001,0,22,5,85,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,20,Female,China,,0,7,420,3,6,80,Single,0,1,4,Have you ever used recreational drugs?,No,International,DATA1001,0,30,2,85,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,7.5,4.5,0,3,7,200,In a relationship,1,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,130,5,85,6,Lecture Slides,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,20,Male,Other Please Specify,Lebanon,0,4.50,800,4,6,160,Single,0,3,13,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,30,4,80,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,China,,0,4.25,709,5,6,0,Single,0,7,4,Have you ever used recreational drugs?,No,International,DATA1001,0,20,5,80,7,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,5.30,0,1,7,120,Single,0,0,6,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,90,5,80,4,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,22,Female,Australia,,17.5,1,0,1,8,200,Single,0,8,16,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,7,80,1,82,1,Lecture Slides,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Male,Australia,,10,0.1,0,4,1,120,Single,0,0,2,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,55,7,86,6,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Australia,,8.25,7,0,6,4,120,Single,0,5,17,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,45,4,75,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Other Please Specify,India,23.5,5,0,8,7,120,Single,6,8,50,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,45,1,90,6,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,20,Male,China,,16,10,500,0,4,60,In a relationship,0,1,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,5,80,6,Lecture Slides,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,0,1,0,5,1,100,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,90,2,90,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Male,Australia,,13,3,0,11,3,170,Single,3,0,5,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,50,5,90,5,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Male,Australia,,0,5,0,5,7,120,Single,0,5,1,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,90,2,80,3,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,0,2,0,0,6,90,In a relationship,15,0,9,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,20,4,85,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,4,3.16,0,8,6,130,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,100,6,90,5,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,19.5,13.5,0,4,6,120,Its complicated,3,6,3,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,40,3,85,1,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Nepal,4,2.5,250,2,6,110,In a relationship,100,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,50,5,60,2,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,25,1.25,0,2,5,110,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,75,4,85,5,Live in the Lecture Theatre,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,0,2.12,0,12,6,110,Single,2,5,13,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,39,9,85,1,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,0,1.5,0,0,5,135,Single,0,1,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,120,5,70,5,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,0,6,0,6,4,120,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,30,7,80,5,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,6,3,0,4,6,110,Single,0,1,7,Have you ever used recreational drugs?,No,Domestic,DATA1901,0,90,7,86,4,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,8,6.12,0,20,4,120,Single,9,20,16,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,60,3,100,4,Lecture Slides,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,sweden,18,5,0,0,5,150,Single,0,0,12,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,55,5,80,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,7,4.28,0,8,7,120,Single,5,5,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,45,4,60,2,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,22,Male,Australia,,19,1.5,50,0,7,180,In a relationship,3,3,11,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,50,4,75,3,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Male,Australia,,19,1.9,0,1,4,210,In a relationship,50,3,13,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,120,7,80,7,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,0,1,197.5,8,3,110,Single,0,7,4,Have you ever used recreational drugs?,No,International,DATA1901,1,30,5,85,4,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,13,5.45,380,7,6,135,In a relationship,6,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,5,3,80,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,25,0,0,0,0,100,Single,0,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,20,5,51,8,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Pakistan,0,2.25,350,5,4,80,Single,0,0,15,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,30,6,100,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Australia,,10,2.5,0,2,7,90,Single,0,2,1,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,75,4,100,3,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,3,0,30,6,130,Its complicated,1,30,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,0,0,60,4,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,19,Male,Australia,,15,4.5,0,2,2,120,Single,0,0,24,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,30,3,85,2,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Female,India,,4.5,2,0,10,6,100,Single,0,0,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,45,5,80,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,0,4,0,4,2,140,Single,0,0,30,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,40,4,90,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,21,Female,Australia,,20,2.5,0,5,7,130,Single,15,0,13,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,4,60,5,75,6,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,3,1.5,0,25,9,150,In a relationship,50,0,16,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,20,4,80,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,5.45,0,3,2,120,Single,0,3,2,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,45,3,70,4,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,8,1.80,0,13,3,100,In a relationship,20,6,7,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,100,3,100,4,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,20,Female,Other Please Specify,Vietnam,0,2.2333,0,10,5,150,Its complicated,4,7,20,Have you ever used recreational drugs?,Yes,International,DATA1001,0,7,2,100,5,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,19,Female,Australia,,10,4,0,0,7,120,Single,0,0,31,Have you ever used recreational drugs?,Yes,International,DATA1001,0,10,6,100,4,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Male,Australia,,20.5,4.5,0,25,6,130,Single,12,20,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,65,9,90,3,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,China,,17,3,415,5,7,120,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,6,35,6,85,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Non-binary / third gender,Other Please Specify,Thailand,0,5,802,12,4,130,Single,0,0,15,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,12,3,75,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Taiwan,0,6.2,1000,1,8,115,In a relationship,3,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,15,5,93,3,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,24,4.75,0,10,7,110,Its complicated,20,3,8,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,45,7,80,2,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,China,,0,12,789,2,0,120,Single,50,1,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,15,1,100,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,China,,9,8,300,6,8,120,Single,0,5,7,Have you ever used recreational drugs?,No,International,DATA1001,0,20,7,85,3,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Other Please Specify,spain,2.5,1.5,0,10,7,200,In a relationship,5,7,12,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,55,2,75,2,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,34,3.3,0,15,4,140,Single,0,2,2,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,45,5,75,3,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Male,Other Please Specify,china,0,7,900,4,6,100,Single,5,3,3,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,6,75,5,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Bangladesh ,5,5.78,0,5,3,120,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,90,4,100,5,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,22,8.72,0,2,8,115,Single,2,17,4,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,110,5,80,3,Live Stream from Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,4,2.3,0,30,3,70,Single,0,3,21,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,40,2,100,1,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,26,Female,Australia,,0,11,0,1,6,100,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,9,90,6,85,6,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,0,4,0,14,3,120,Its complicated,2,0,7,Have you ever gotten high off recreational drugs?,No,International,DATA1901,0,30,3,95,2,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,6.1,0,18,1,120,Its complicated,20,1.5,17,Have you ever used recreational drugs?,Yes,Domestic,DATA1901,0,51,5,89,7,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,China,,15,5.5,0,15,8,90,Single,0,0,8,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,4,90,5,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Prefer not to say,China,,0,4.5,0,2,2,100,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,55,5,83,4,Recording,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Canada,6,4,0,2,6,110,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,0,45,7,100,7,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,17,Prefer not to say,Australia,,7,6.5,0,6,6,100,In a relationship,7,3,9,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,55,4,100,3,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,6.65,3.5,0,8,6,115,In a relationship,30,4,12,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1901,0,80,3,75,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,0,6.3,0,2,9,140,Its complicated,15,30,20,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,0,2,60,4,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,0,2.5,0,2,6,120,In a relationship,50,4,5,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,0,90,7,100,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,0,6,0,8,6,80,In a relationship,30,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,80,7,90,2,Lecture Slides,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Indonesia,0,4.8833,0,20,2,110,Single,0,0,5,Have you ever used recreational drugs?,No,International,DATA1001,0,90,3,100,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S1,I consent to take part in the study,18,Male,Australia,,0,1.25,0,4,6,130,Single,0,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1901,0,50,6,85,5,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,India,,0,4.5,375,5,7,100,In a relationship,15,4,2,Have you ever gotten high off recreational drugs?,Yes,International,DATA1001,2,30,7,90,7,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,20,Male,Other Please Specify,Taiwan,20,5.11,0,10,5,120,In a relationship,100,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,40,7,80,4,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,0,1,272,10,3,150,In a relationship,12,5,7,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,25,4,75,0,Live in the Lecture Theatre,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,0.25,272.5,1,2,140,In a relationship,12,1,3,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,30,6,90,2,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Male,India,,0,4.5,0,0,7,180,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,110,10,90,5,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,24,Female,Australia,,22,2,0,3,6,110,Single,6,0,12,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,4,90,1,85,3,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Australia,,6,4,0,20,3,100,Single,10,20,25,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,85,2,80,3,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,12,2.8,0,2,5,100,Single,0,1,12,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,1.5,3,80,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Male,Other Please Specify,Pakistan,5,3.5,0,2,4,115,Single,0,0,9,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,100,4,85,4,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,7.5,1.6,0,5,7,130,Single,0,0,12,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,60,7,97,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Philippines,0,4,120,2,5,150,Single,0,2,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,43,8,80,2,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,India,,0,0.25,0,3,7,110,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,120,3,80,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Australia,,0,2.50,0,4,7,140,In a relationship,4,0,16,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,140,3,80,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Hong Kong,6,3.27,0,15,3,200,In a relationship,100,5,6,Have you ever used recreational drugs?,No,International,DATA1001,2,40,5,85,2,Recording,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,20,Female,China,,0,2,690,3,3,60,Single,2,3,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,60,3,100,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,20,Female,China,,28,6.5,809,6,7,90,Single,0,0,5,Have you ever used recreational drugs?,No,International,DATA1001,0,18,7,85,9,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Female,Other Please Specify,India,0,1.0,589,6,8,90,Single,0,0,4,Have you ever used recreational drugs?,No,International,DATA1001,0,10,2,80,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,2,5,0,20,2,110,Single,0,4,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,90,2,85,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Male,Other Please Specify,New Zealand,0,1.5,0,4,9,140,Single,0,0,25,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,10,10,85,4,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,20,Female,China,,0,2,618,0,8,120,Single,0,2,3,Have you ever used recreational drugs?,No,International,DATA1001,0,20,8,100,28,Recording,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Pakistan,0,5.25,0,15,6,190,Single,0,0,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,80,6,95,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,22,Female,Other Please Specify,Japan,35,3,0,5,6,95,In a relationship,6,0,1,Have you ever used recreational drugs?,No,Domestic,DATA1001,8,45,6,70,3,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,19,Female,China,,25,3,749,3,7,150,In a relationship,26,0,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,9,90,8,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,17,Male,Australia,,6,4.97,0,11,2,142,Single,3,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,0,59,7,90,5,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,China,,0,8,600,0,6,0,Single,0,2,2,Have you ever used recreational drugs?,No,International,DATA1001,0,15,7,80,5,Live in the Lecture Theatre,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Japan,0,1.25,275,10,5,110,Single,0,3,6,Have you ever used recreational drugs?,No,International,DATA1001,0,20,4,75,4,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,China,,40,5,500,5,7,120,Single,0,3,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,10,7,75,10,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,20,3.75,0,7,6,120,Single,1,4,1,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,75,5,75,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,31,Male,Australia,,21.5,1.5,385,0,2,180,Single,2,0,14,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,3,30,2,75,1,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Male,Other Please Specify,Indonesia,0,5.65,280,90,8,120,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,International,DATA1901,0,50,8,90,5,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,20,Female,China,,24,2,452,8,6,140,In a relationship,0,0,10,Have you ever used recreational drugs?,No,International,DATA1001,0,10,5,80,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,3.6,0,20,7,120,Single,2,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,30,0,80,3,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Male,Other Please Specify,pakistan,0,2.3,0,6,4,125,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,60,6,90,7,Recording,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,2,3.5,0,7,6,100,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,35,2,75,3,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,19,Female,Australia,,3,3.85,0,40,3,120,Single,5,15,21,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,12,6,80,4,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,17,Female,India,,0,5,0,7,3,120,Single,0,0,8,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,50,6,70,6,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Australia,,16,6.48,0,6,4,120,Single,1,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,140,2,70,2,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Hong Kong,0,3.02,0,14,6,120,In a relationship,5,1.25,7,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,1.5,3,80,2,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,2.12,0,5,6,120,In a relationship,10,7,3,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,40,6,85,3,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Male,China,,35,6,599,6,6,100,Single,6,10,8,Have you ever used recreational drugs?,No,International,DATA1001,0,25,8,85,7,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Male,Australia,,8,1,0,20,4,130,Single,1,1.4,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,0,120,4,85,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Belgium,0,8,800,5,6,50,Single,0,1,8,Have you ever used recreational drugs?,No,International,DATA1001,0,25,6,95,5,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,31,Male,Australia,,36,3,245,2,3,150,Single,6,20,22,Have you ever gotten high off recreational drugs?,Yes,International,DATA1001,9,20,3,85,5,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,China,,0,2,0,3,9,120,Single,0,14,9,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,55,4,70,3,Recording,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Male,India,,0,1.2,700,18,6,167,Single,1,23,5,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,20,2,85,5,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Malaysia,0,8.43,300,5,6,120,In a relationship,10,5,15,Have you ever used recreational drugs?,No,International,DATA1001,0,30,4,90,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Female,Other Please Specify,Hungary,7,3.76,479,8,7,110,Single,0,0,18,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,12,6,85,4,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Syria,1,6,0,5,1,120,Single,0,1,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,120,7,100,15,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Male,China,,10,1.5,0,5,6,130,In a relationship,30,0,20,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,40,5,80,3,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,20,Female,China,,0,4,475,2,3,0,Single,0,2,3,Have you ever used recreational drugs?,No,International,DATA1001,0,10,5,90,3,Live in the Lecture Theatre,I work steadily all semester,Style 2
